A: 00 F: 00 B: 00 C: 00 D: 00 E: 00 H: 00 L: 00 SP: 0000 PC: 0000 | 31
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: ad SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: ad SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: ac SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: ac SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: ac SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: ab SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: ab SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: ab SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: aa SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: aa SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: aa SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: a9 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: a9 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: a9 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: a8 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: a8 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: a8 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: a7 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: a7 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: a7 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: a6 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: a6 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: a6 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: a5 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: a5 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: a5 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: a4 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: a4 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: a4 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: a3 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: a3 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: a3 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: a2 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: a2 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: a2 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: a1 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: a1 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: a1 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: a0 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: a0 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: a0 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 9f SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 9f SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 9f SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 9e SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 9e SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 9e SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 9d SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 9d SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 9d SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 9c SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 9c SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 9c SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 9b SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 9b SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 9b SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 9a SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 9a SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 9a SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 99 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 99 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 99 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 98 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 98 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 98 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 97 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 97 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 97 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 96 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 96 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 96 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 95 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 95 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 95 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 94 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 94 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 94 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 93 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 93 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 93 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 92 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 92 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 92 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 91 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 91 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 91 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 90 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 90 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 90 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 8f SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 8f SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 8f SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 8e SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 8e SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 8e SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 8d SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 8d SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 8d SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 8c SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 8c SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 8c SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 8b SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 8b SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 8b SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 8a SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 8a SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 8a SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 89 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 89 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 89 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 88 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 88 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 88 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 87 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 87 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 87 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 86 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 86 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 86 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 85 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 85 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 85 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 84 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 84 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 84 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 83 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 83 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 83 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 82 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 82 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 82 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 81 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 81 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 81 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 80 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 80 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 80 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 7f SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 7f SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 7f SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 7e SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 7e SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 7e SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 7d SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 7d SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 7d SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 7c SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 7c SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 7c SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 7b SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 7b SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 7b SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 7a SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 7a SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 7a SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 79 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 79 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 79 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 78 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 78 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 78 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 77 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 77 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 77 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 76 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 76 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 76 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 75 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 75 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 75 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 74 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 74 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 74 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 73 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 73 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 73 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 72 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 72 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 72 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 71 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 71 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 71 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 70 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 70 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 70 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 6f SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 6f SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 6f SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 6e SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 6e SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 6e SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 6d SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 6d SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 6d SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 6c SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 6c SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 6c SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 6b SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 6b SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 6b SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 6a SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 6a SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 6a SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 69 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 69 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 69 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 68 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 68 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 68 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 67 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 67 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 67 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 66 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 66 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 66 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 65 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 65 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 65 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 64 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 64 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 64 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 63 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 63 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 63 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 62 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 62 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 62 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 61 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 61 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 61 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 60 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 60 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 60 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 5f SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 5f SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 5f SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 5e SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 5e SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 5e SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 5d SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 5d SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 5d SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 5c SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 5c SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 5c SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 9f L: 5b SP: fffe PC: 0008 | cb
